"","project_name","sys_sample_code","station","date_time","chemical_name","cas_rn","fraction","result_value","result_unit","method_detection_limit","detection_limit_unit","quantitation_limit","lab_qualifiers","validator_qualifiers","interpreted_qualifiers","sample_date","order","station_type","flow_qual","flow_quant_cfs","load_kg_per_day"
"2797","wallkill special study 2018","13-walk-26.9-07242018-ws","13-walk-26.9","2018-07-24 12:15:00","ALUMINUM","7429-90-5","t",301,"ug/l",23,"ug/l",100,"","a","",2018-07-24,24,"special_study","event",NA,NA
"2798","wallkill special study 2018","13-walk-26.9-07242018-ws","13-walk-26.9","2018-07-24 12:15:00","ARSENIC","7440-38-2","t",1.4,"ug/l",0.39,"ug/l",1,"","a","",2018-07-24,24,"special_study","event",NA,NA
"2799","wallkill special study 2018","13-walk-26.9-07242018-ws","13-walk-26.9","2018-07-24 12:15:00","CADMIUM","7440-43-9","t",NA,"ug/l",0.064,"ug/l",1,"u","u","analyte was analyzed for but not detected",2018-07-24,24,"special_study","event",NA,NA
"2800","wallkill special study 2018","13-walk-26.9-07242018-ws","13-walk-26.9","2018-07-24 12:15:00","CALCIUM","7440-70-2","t",41300,"ug/l",110,"ug/l",1000,"e","j","estimated value due to lab error",2018-07-24,24,"special_study","event",NA,NA
"2801","wallkill special study 2018","13-walk-26.9-07242018-ws","13-walk-26.9","2018-07-24 12:15:00","CHLORIDE (AS CL)","16887-00-6","t",79,"mg/l",0.2,"mg/l",2,"","a","",2018-07-24,24,"special_study","event",NA,NA
"2802","wallkill special study 2018","13-walk-26.9-07242018-ws","13-walk-26.9","2018-07-24 12:15:00","CHLOROPHYLL A","479-61-8","t",14.5,"ug/l",NA,"ug/l",1.2,"","a","",2018-07-24,24,"special_study","event",NA,NA
"2803","wallkill special study 2018","13-walk-26.9-07242018-ws","13-walk-26.9","2018-07-24 12:15:00","COPPER","7440-50-8","t",4.5,"ug/l",0.66,"ug/l",1,"","a","",2018-07-24,24,"special_study","event",NA,NA
"2804","wallkill special study 2018","13-walk-26.9-07242018-ws","13-walk-26.9","2018-07-24 12:15:00","HARDNESS (AS CACO3)","hard","t",138,"mg/l",NA,"mg/l",6.62,"","a","",2018-07-24,24,"special_study","event",NA,NA
"2805","wallkill special study 2018","13-walk-26.9-07242018-ws","13-walk-26.9","2018-07-24 12:15:00","IRON","7439-89-6","t",930,"ug/l",13,"ug/l",100,"","a","",2018-07-24,24,"special_study","event",NA,NA
"2806","wallkill special study 2018","13-walk-26.9-07242018-ws","13-walk-26.9","2018-07-24 12:15:00","LEAD","7439-92-1","t",1.5,"ug/l",0.067,"ug/l",1,"","a","",2018-07-24,24,"special_study","event",NA,NA
"2807","wallkill special study 2018","13-walk-26.9-07242018-ws","13-walk-26.9","2018-07-24 12:15:00","MAGNESIUM","7439-95-4","t",8340,"ug/l",29,"ug/l",1000,"e","j","estimated value due to lab error",2018-07-24,24,"special_study","event",NA,NA
"2808","wallkill special study 2018","13-walk-26.9-07242018-ws","13-walk-26.9","2018-07-24 12:15:00","NICKEL","7440-02-0","t",2,"ug/l",0.26,"ug/l",1,"","a","",2018-07-24,24,"special_study","event",NA,NA
"2809","wallkill special study 2018","13-walk-26.9-07242018-ws","13-walk-26.9","2018-07-24 12:15:00","NITRATE+NITRITE AS NITROGEN","no3no2n","t",0.775,"mg/l",7e-04,"mg/l",0.002,"","a","",2018-07-24,24,"special_study","event",NA,NA
"2810","wallkill special study 2018","13-walk-26.9-07242018-ws","13-walk-26.9","2018-07-24 12:15:00","NITROGEN","kn","t",1.4,"mg/l",NA,"mg/l",0.2,"","a","",2018-07-24,24,"special_study","event",NA,NA
"2811","wallkill special study 2018","13-walk-26.9-07242018-ws","13-walk-26.9","2018-07-24 12:15:00","NITROGEN, KJELDAHL, TOTAL","kn","t",0.62,"mg/l",0.08,"mg/l",0.2,"","a","",2018-07-24,24,"special_study","event",NA,NA
"2812","wallkill special study 2018","13-walk-26.9-07242018-ws","13-walk-26.9","2018-07-24 12:15:00","NITROGEN, NITRATE (AS N)","14797-55-8","t",0.759,"mg/l",NA,"mg/l",0.01,"","a","",2018-07-24,24,"special_study","event",NA,NA
"2813","wallkill special study 2018","13-walk-26.9-07242018-ws","13-walk-26.9","2018-07-24 12:15:00","NITROGEN, NITRITE","14797-65-0","t",0.015,"mg/l",0.007,"mg/l",0.01,"","a","",2018-07-24,24,"special_study","event",NA,NA
"2814","wallkill special study 2018","13-walk-26.9-07242018-ws","13-walk-26.9","2018-07-24 12:15:00","PHOSPHORUS, TOTAL (AS P)","7723-14-0","t",0.169,"mg/l",0.01,"mg/l",0.025,"","a","",2018-07-24,24,"special_study","event",NA,NA
"2815","wallkill special study 2018","13-walk-26.9-07242018-ws","13-walk-26.9","2018-07-24 12:15:00","SILVER","7440-22-4","t",NA,"ug/l",0.039,"ug/l",1,"u","u","analyte was analyzed for but not detected",2018-07-24,24,"special_study","event",NA,NA
"2816","wallkill special study 2018","13-walk-26.9-07242018-ws","13-walk-26.9","2018-07-24 12:15:00","TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)","tds","t",270,"mg/l",4,"mg/l",10,"","a","",2018-07-24,24,"special_study","event",NA,NA
"2817","wallkill special study 2018","13-walk-26.9-07242018-ws","13-walk-26.9","2018-07-24 12:15:00","TURBIDITY","turb","t",8.68,"ntu",0.06,"ntu",0.1,"","a","",2018-07-24,24,"special_study","event",NA,NA
"2818","wallkill special study 2018","13-walk-26.9-07242018-ws","13-walk-26.9","2018-07-24 12:15:00","ZINC","7440-66-6","t",7.7,"ug/l",2.5,"ug/l",5,"","a","",2018-07-24,24,"special_study","event",NA,NA
"2819","wallkill special study 2018","13-walk-26.9-08152018-w","13-walk-26.9","2018-08-15 11:11:00","ALKALINITY, TOTAL (AS CACO3)","alk","t",81.2,"mg/l",1,"mg/l",2,"","a","",2018-08-15,24,"special_study","event",NA,NA
"2820","wallkill special study 2018","13-walk-26.9-08152018-w","13-walk-26.9","2018-08-15 11:11:00","ALUMINUM","7429-90-5","t",393,"ug/l",11.5,"ug/l",50,"","a","",2018-08-15,24,"special_study","event",NA,NA
"2821","wallkill special study 2018","13-walk-26.9-08152018-w","13-walk-26.9","2018-08-15 11:11:00","ARSENIC","7440-38-2","t",1.4,"ug/l",0.39,"ug/l",1,"","a","",2018-08-15,24,"special_study","event",NA,NA
"2822","wallkill special study 2018","13-walk-26.9-08152018-w","13-walk-26.9","2018-08-15 11:11:00","CADMIUM","7440-43-9","t",0.52,"ug/l",0.064,"ug/l",1,"j","j","estimated value due to lab error",2018-08-15,24,"special_study","event",NA,NA
"2823","wallkill special study 2018","13-walk-26.9-08152018-w","13-walk-26.9","2018-08-15 11:11:00","CALCIUM","7440-70-2","t",32900,"ug/l",110,"ug/l",1000,"","a","",2018-08-15,24,"special_study","event",NA,NA
"2824","wallkill special study 2018","13-walk-26.9-08152018-w","13-walk-26.9","2018-08-15 11:11:00","CHLORIDE (AS CL)","16887-00-6","t",48,"mg/l",0.2,"mg/l",2,"","a","",2018-08-15,24,"special_study","event",NA,NA
"2825","wallkill special study 2018","13-walk-26.9-08152018-w","13-walk-26.9","2018-08-15 11:11:00","CHLOROPHYLL A","479-61-8","t",0.697,"ug/l",NA,"ug/l",0.08,"","a","",2018-08-15,24,"special_study","event",NA,NA
"2826","wallkill special study 2018","13-walk-26.9-08152018-w","13-walk-26.9","2018-08-15 11:11:00","COPPER","7440-50-8","t",3.4,"ug/l",0.66,"ug/l",1,"","a","",2018-08-15,24,"special_study","event",NA,NA
"2827","wallkill special study 2018","13-walk-26.9-08152018-w","13-walk-26.9","2018-08-15 11:11:00","HARDNESS (AS CACO3)","hard","t",105,"mg/l",NA,"mg/l",6.62,"","a","",2018-08-15,24,"special_study","event",NA,NA
"2828","wallkill special study 2018","13-walk-26.9-08152018-w","13-walk-26.9","2018-08-15 11:11:00","IRON","7439-89-6","t",1360,"ug/l",13,"ug/l",100,"","a","",2018-08-15,24,"special_study","event",NA,NA
"2829","wallkill special study 2018","13-walk-26.9-08152018-w","13-walk-26.9","2018-08-15 11:11:00","LEAD","7439-92-1","t",2,"ug/l",0.067,"ug/l",1,"","a","",2018-08-15,24,"special_study","event",NA,NA
"2830","wallkill special study 2018","13-walk-26.9-08152018-w","13-walk-26.9","2018-08-15 11:11:00","MAGNESIUM","7439-95-4","t",5580,"ug/l",29,"ug/l",1000,"","a","",2018-08-15,24,"special_study","event",NA,NA
"2831","wallkill special study 2018","13-walk-26.9-08152018-w","13-walk-26.9","2018-08-15 11:11:00","NICKEL","7440-02-0","t",1.8,"ug/l",0.26,"ug/l",1,"","a","",2018-08-15,24,"special_study","event",NA,NA
"2832","wallkill special study 2018","13-walk-26.9-08152018-w","13-walk-26.9","2018-08-15 11:11:00","NITRATE+NITRITE AS NITROGEN","no3no2n","t",0.592,"mg/l",7e-04,"mg/l",0.002,"","a","",2018-08-15,24,"special_study","event",NA,NA
"2833","wallkill special study 2018","13-walk-26.9-08152018-w","13-walk-26.9","2018-08-15 11:11:00","NITROGEN","kn","t",1.48,"mg/l",NA,"mg/l",0.1,"","a","",2018-08-15,24,"special_study","event",NA,NA
"2834","wallkill special study 2018","13-walk-26.9-08152018-w","13-walk-26.9","2018-08-15 11:11:00","NITROGEN, AMMONIA (AS N)","7664-41-7","t",0.0339,"mg/l",8e-04,"mg/l",0.005,"","a","",2018-08-15,24,"special_study","event",NA,NA
"2835","wallkill special study 2018","13-walk-26.9-08152018-w","13-walk-26.9","2018-08-15 11:11:00","NITROGEN, KJELDAHL, TOTAL","kn","t",0.89,"mg/l",0.08,"mg/l",0.1,"","a","",2018-08-15,24,"special_study","event",NA,NA
"2836","wallkill special study 2018","13-walk-26.9-08152018-w","13-walk-26.9","2018-08-15 11:11:00","NITROGEN, NITRATE (AS N)","14797-55-8","t",0.592,"mg/l",NA,"mg/l",0.01,"","a","",2018-08-15,24,"special_study","event",NA,NA
"2837","wallkill special study 2018","13-walk-26.9-08152018-w","13-walk-26.9","2018-08-15 11:11:00","NITROGEN, NITRITE","14797-65-0","t",NA,"mg/l",0.007,"mg/l",0.01,"u","u","analyte was analyzed for but not detected",2018-08-15,24,"special_study","event",NA,NA
"2838","wallkill special study 2018","13-walk-26.9-08152018-w","13-walk-26.9","2018-08-15 11:11:00","PHOSPHORUS, TOTAL (AS P)","7723-14-0","t",0.168,"mg/l",0.01,"mg/l",0.025,"","a","",2018-08-15,24,"special_study","event",NA,NA
"2839","wallkill special study 2018","13-walk-26.9-08152018-w","13-walk-26.9","2018-08-15 11:11:00","SILVER","7440-22-4","t",NA,"ug/l",0.039,"ug/l",1,"u","u","analyte was analyzed for but not detected",2018-08-15,24,"special_study","event",NA,NA
"2840","wallkill special study 2018","13-walk-26.9-08152018-w","13-walk-26.9","2018-08-15 11:11:00","TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)","tds","t",213,"mg/l",4,"mg/l",10,"","a","",2018-08-15,24,"special_study","event",NA,NA
"2841","wallkill special study 2018","13-walk-26.9-08152018-w","13-walk-26.9","2018-08-15 11:11:00","TURBIDITY","turb","t",8.81,"ntu",0.06,"ntu",0.1,"","a","",2018-08-15,24,"special_study","event",NA,NA
"2842","wallkill special study 2018","13-walk-26.9-08152018-w","13-walk-26.9","2018-08-15 11:11:00","ZINC","7440-66-6","t",11.3,"ug/l",2.5,"ug/l",5,"","a","",2018-08-15,24,"special_study","event",NA,NA
"2843","wallkill special study 2018","13-walk-26.9-09062018-w","13-walk-26.9","2018-09-06 09:09:00","ALKALINITY, TOTAL (AS CACO3)","alk","t",131,"mg/l",1,"mg/l",2,"","a","",2018-09-06,24,"special_study","baseline",NA,NA
"2844","wallkill special study 2018","13-walk-26.9-09062018-w","13-walk-26.9","2018-09-06 09:09:00","ALUMINUM","7429-90-5","t",122,"ug/l",2.3,"ug/l",10,"","a","",2018-09-06,24,"special_study","baseline",NA,NA
"2845","wallkill special study 2018","13-walk-26.9-09062018-w","13-walk-26.9","2018-09-06 09:09:00","ARSENIC","7440-38-2","t",1.6,"ug/l",0.39,"ug/l",1,"","a","",2018-09-06,24,"special_study","baseline",NA,NA
"2846","wallkill special study 2018","13-walk-26.9-09062018-w","13-walk-26.9","2018-09-06 09:09:00","CADMIUM","7440-43-9","t",NA,"ug/l",0.064,"ug/l",1,"u","u","analyte was analyzed for but not detected",2018-09-06,24,"special_study","baseline",NA,NA
"2847","wallkill special study 2018","13-walk-26.9-09062018-w","13-walk-26.9","2018-09-06 09:09:00","CALCIUM","7440-70-2","t",49600,"ug/l",110,"ug/l",1000,"","a","",2018-09-06,24,"special_study","baseline",NA,NA
"2848","wallkill special study 2018","13-walk-26.9-09062018-w","13-walk-26.9","2018-09-06 09:09:00","CHLORIDE (AS CL)","16887-00-6","t",73.9,"mg/l",0.3,"mg/l",4,"","a","",2018-09-06,24,"special_study","baseline",NA,NA
"2849","wallkill special study 2018","13-walk-26.9-09062018-w","13-walk-26.9","2018-09-06 09:09:00","CHLOROPHYLL A","479-61-8","t",11.1,"ug/l",NA,"ug/l",0.38,"","a","",2018-09-06,24,"special_study","baseline",NA,NA
"2850","wallkill special study 2018","13-walk-26.9-09062018-w","13-walk-26.9","2018-09-06 09:09:00","COPPER","7440-50-8","t",4.2,"ug/l",0.66,"ug/l",1,"","a","",2018-09-06,24,"special_study","baseline",NA,NA
"2851","wallkill special study 2018","13-walk-26.9-09062018-w","13-walk-26.9","2018-09-06 09:09:00","HARDNESS (AS CACO3)","hard","t",177,"mg/l",NA,"mg/l",6.62,"","a","",2018-09-06,24,"special_study","baseline",NA,NA
"2852","wallkill special study 2018","13-walk-26.9-09062018-w","13-walk-26.9","2018-09-06 09:09:00","IRON","7439-89-6","t",349,"ug/l",13,"ug/l",100,"","a","",2018-09-06,24,"special_study","baseline",NA,NA
"2853","wallkill special study 2018","13-walk-26.9-09062018-w","13-walk-26.9","2018-09-06 09:09:00","LEAD","7439-92-1","t",0.53,"ug/l",0.067,"ug/l",1,"j","j","estimated value due to lab error",2018-09-06,24,"special_study","baseline",NA,NA
"2854","wallkill special study 2018","13-walk-26.9-09062018-w","13-walk-26.9","2018-09-06 09:09:00","MAGNESIUM","7439-95-4","t",13000,"ug/l",29,"ug/l",1000,"","a","",2018-09-06,24,"special_study","baseline",NA,NA
"2855","wallkill special study 2018","13-walk-26.9-09062018-w","13-walk-26.9","2018-09-06 09:09:00","NICKEL","7440-02-0","t",1.4,"ug/l",0.26,"ug/l",1,"","a","",2018-09-06,24,"special_study","baseline",NA,NA
"2856","wallkill special study 2018","13-walk-26.9-09062018-w","13-walk-26.9","2018-09-06 09:09:00","NITRATE+NITRITE AS NITROGEN","no3no2n","t",1.41,"mg/l",7e-04,"mg/l",0.002,"","a","",2018-09-06,24,"special_study","baseline",NA,NA
"2857","wallkill special study 2018","13-walk-26.9-09062018-w","13-walk-26.9","2018-09-06 09:09:00","NITROGEN","kn","t",2.16,"mg/l",NA,"mg/l",0.1,"","a","",2018-09-06,24,"special_study","baseline",NA,NA
"2858","wallkill special study 2018","13-walk-26.9-09062018-w","13-walk-26.9","2018-09-06 09:09:00","NITROGEN, AMMONIA (AS N)","7664-41-7","t",0.0292,"mg/l",8e-04,"mg/l",0.005,"","a","",2018-09-06,24,"special_study","baseline",NA,NA
"2859","wallkill special study 2018","13-walk-26.9-09062018-w","13-walk-26.9","2018-09-06 09:09:00","NITROGEN, KJELDAHL, TOTAL","kn","t",0.75,"mg/l",0.08,"mg/l",0.1,"","j","estimated value due to equipment blank error",2018-09-06,24,"special_study","baseline",NA,NA
"2860","wallkill special study 2018","13-walk-26.9-09062018-w","13-walk-26.9","2018-09-06 09:09:00","NITROGEN, NITRATE (AS N)","14797-55-8","t",1.39,"mg/l",NA,"mg/l",0.01,"","a","",2018-09-06,24,"special_study","baseline",NA,NA
"2861","wallkill special study 2018","13-walk-26.9-09062018-w","13-walk-26.9","2018-09-06 09:09:00","NITROGEN, NITRITE","14797-65-0","t",0.016,"mg/l",0.007,"mg/l",0.01,"","a","",2018-09-06,24,"special_study","baseline",NA,NA
"2862","wallkill special study 2018","13-walk-26.9-09062018-w","13-walk-26.9","2018-09-06 09:09:00","PHOSPHORUS, TOTAL (AS P)","7723-14-0","t",0.179,"mg/l",0.01,"mg/l",0.025,"","a","",2018-09-06,24,"special_study","baseline",NA,NA
"2863","wallkill special study 2018","13-walk-26.9-09062018-w","13-walk-26.9","2018-09-06 09:09:00","SILVER","7440-22-4","t",NA,"ug/l",0.039,"ug/l",1,"u","u","analyte was analyzed for but not detected",2018-09-06,24,"special_study","baseline",NA,NA
"2864","wallkill special study 2018","13-walk-26.9-09062018-w","13-walk-26.9","2018-09-06 09:09:00","TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)","tds","t",319,"mg/l",4,"mg/l",10,"","a","",2018-09-06,24,"special_study","baseline",NA,NA
"2865","wallkill special study 2018","13-walk-26.9-09062018-w","13-walk-26.9","2018-09-06 09:09:00","TURBIDITY","turb","t",4.84,"ntu",0.06,"ntu",0.1,"","j","estimated value due to equipment blank error",2018-09-06,24,"special_study","baseline",NA,NA
"2866","wallkill special study 2018","13-walk-26.9-09062018-w","13-walk-26.9","2018-09-06 09:09:00","ZINC","7440-66-6","t",4.6,"ug/l",2.5,"ug/l",5,"j","j","estimated value due to lab error",2018-09-06,24,"special_study","baseline",NA,NA
"2867","wallkill special study 2018","13-walk-26.9-10022018-w","13-walk-26.9","2018-10-02 11:09:00","ALKALINITY, TOTAL (AS CACO3)","alk","t",78,"mg/l",1,"mg/l",2,"","a","",2018-10-02,24,"special_study","event",NA,NA
"2868","wallkill special study 2018","13-walk-26.9-10022018-w","13-walk-26.9","2018-10-02 11:09:00","ALUMINUM","7429-90-5","t",216,"ug/l",11.5,"ug/l",50,"","a","",2018-10-02,24,"special_study","event",NA,NA
"2869","wallkill special study 2018","13-walk-26.9-10022018-w","13-walk-26.9","2018-10-02 11:09:00","ARSENIC","7440-38-2","t",0.85,"ug/l",0.39,"ug/l",1,"j","j","estimated value due to lab error",2018-10-02,24,"special_study","event",NA,NA
"2870","wallkill special study 2018","13-walk-26.9-10022018-w","13-walk-26.9","2018-10-02 11:09:00","CADMIUM","7440-43-9","t",NA,"ug/l",0.064,"ug/l",1,"u","u","analyte was analyzed for but not detected",2018-10-02,24,"special_study","event",NA,NA
"2871","wallkill special study 2018","13-walk-26.9-10022018-w","13-walk-26.9","2018-10-02 11:09:00","CALCIUM","7440-70-2","t",28200,"ug/l",110,"ug/l",1000,"","a","",2018-10-02,24,"special_study","event",NA,NA
"2872","wallkill special study 2018","13-walk-26.9-10022018-w","13-walk-26.9","2018-10-02 11:09:00","CHLORIDE (AS CL)","16887-00-6","t",40.4,"mg/l",0.2,"mg/l",2,"","a","",2018-10-02,24,"special_study","event",NA,NA
"2873","wallkill special study 2018","13-walk-26.9-10022018-w","13-walk-26.9","2018-10-02 11:09:00","CHLOROPHYLL A","479-61-8","t",0.882,"ug/l",NA,"ug/l",0.053,"","a","",2018-10-02,24,"special_study","event",NA,NA
"2874","wallkill special study 2018","13-walk-26.9-10022018-w","13-walk-26.9","2018-10-02 11:09:00","COPPER","7440-50-8","t",2.6,"ug/l",0.66,"ug/l",1,"","a","",2018-10-02,24,"special_study","event",NA,NA
"2875","wallkill special study 2018","13-walk-26.9-10022018-w","13-walk-26.9","2018-10-02 11:09:00","HARDNESS (AS CACO3)","hard","t",92.8,"mg/l",NA,"mg/l",6.62,"","a","",2018-10-02,24,"special_study","event",NA,NA
"2876","wallkill special study 2018","13-walk-26.9-10022018-w","13-walk-26.9","2018-10-02 11:09:00","IRON","7439-89-6","t",644,"ug/l",13,"ug/l",100,"","a","",2018-10-02,24,"special_study","event",NA,NA
"2877","wallkill special study 2018","13-walk-26.9-10022018-w","13-walk-26.9","2018-10-02 11:09:00","LEAD","7439-92-1","t",0.67,"ug/l",0.067,"ug/l",1,"j","j","estimated value due to lab error",2018-10-02,24,"special_study","event",NA,NA
"2878","wallkill special study 2018","13-walk-26.9-10022018-w","13-walk-26.9","2018-10-02 11:09:00","MAGNESIUM","7439-95-4","t",5420,"ug/l",29,"ug/l",1000,"","a","",2018-10-02,24,"special_study","event",NA,NA
"2879","wallkill special study 2018","13-walk-26.9-10022018-w","13-walk-26.9","2018-10-02 11:09:00","NICKEL","7440-02-0","t",1.2,"ug/l",0.26,"ug/l",1,"","a","",2018-10-02,24,"special_study","event",NA,NA
"2880","wallkill special study 2018","13-walk-26.9-10022018-w","13-walk-26.9","2018-10-02 11:09:00","NITRATE+NITRITE AS NITROGEN","no3no2n","t",0.413,"mg/l",7e-04,"mg/l",0.002,"","a","",2018-10-02,24,"special_study","event",NA,NA
"2881","wallkill special study 2018","13-walk-26.9-10022018-w","13-walk-26.9","2018-10-02 11:09:00","NITROGEN","kn","t",1.1,"mg/l",NA,"mg/l",0.1,"","a","",2018-10-02,24,"special_study","event",NA,NA
"2882","wallkill special study 2018","13-walk-26.9-10022018-w","13-walk-26.9","2018-10-02 11:09:00","NITROGEN, AMMONIA (AS N)","7664-41-7","t",0.0126,"mg/l",8e-04,"mg/l",0.005,"","a","",2018-10-02,24,"special_study","event",NA,NA
"2883","wallkill special study 2018","13-walk-26.9-10022018-w","13-walk-26.9","2018-10-02 11:09:00","NITROGEN, KJELDAHL, TOTAL","kn","t",0.69,"mg/l",0.08,"mg/l",0.1,"","a","",2018-10-02,24,"special_study","event",NA,NA
"2884","wallkill special study 2018","13-walk-26.9-10022018-w","13-walk-26.9","2018-10-02 11:09:00","NITROGEN, NITRATE (AS N)","14797-55-8","t",0.413,"mg/l",NA,"mg/l",0.01,"","a","",2018-10-02,24,"special_study","event",NA,NA
"2885","wallkill special study 2018","13-walk-26.9-10022018-w","13-walk-26.9","2018-10-02 11:09:00","NITROGEN, NITRITE","14797-65-0","t",NA,"mg/l",0.007,"mg/l",0.01,"u","u","analyte was analyzed for but not detected",2018-10-02,24,"special_study","event",NA,NA
"2886","wallkill special study 2018","13-walk-26.9-10022018-w","13-walk-26.9","2018-10-02 11:09:00","PHOSPHORUS, TOTAL (AS P)","7723-14-0","t",0.087,"mg/l",0.004,"mg/l",0.01,"","a","",2018-10-02,24,"special_study","event",NA,NA
"2887","wallkill special study 2018","13-walk-26.9-10022018-w","13-walk-26.9","2018-10-02 11:09:00","SILVER","7440-22-4","t",NA,"ug/l",0.039,"ug/l",1,"u","u","analyte was analyzed for but not detected",2018-10-02,24,"special_study","event",NA,NA
"2888","wallkill special study 2018","13-walk-26.9-10022018-w","13-walk-26.9","2018-10-02 11:09:00","TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)","tds","t",194,"mg/l",4,"mg/l",10,"","a","",2018-10-02,24,"special_study","event",NA,NA
"2889","wallkill special study 2018","13-walk-26.9-10022018-w","13-walk-26.9","2018-10-02 11:09:00","TURBIDITY","turb","t",3.53,"ntu",0.06,"ntu",0.1,"","a","",2018-10-02,24,"special_study","event",NA,NA
"2890","wallkill special study 2018","13-walk-26.9-10022018-w","13-walk-26.9","2018-10-02 11:09:00","ZINC","7440-66-6","t",5.6,"ug/l",2.5,"ug/l",5,"","a","",2018-10-02,24,"special_study","event",NA,NA
"2891","wallkill special study 2018","13-dwar-2.0-04242018-ws","13-dwar-2.0","2018-07-24 14:00:00","ALKALINITY, TOTAL (AS CACO3)","alk","t",78,"mg/l",1,"mg/l",2,"","a","",2018-07-24,25,"special_study","event",NA,NA
"2892","wallkill special study 2018","13-dwar-2.0-04242018-ws","13-dwar-2.0","2018-07-24 14:00:00","ALUMINUM","7429-90-5","t",1100,"ug/l",23,"ug/l",100,"","a","",2018-07-24,25,"special_study","event",NA,NA
"2893","wallkill special study 2018","13-dwar-2.0-04242018-ws","13-dwar-2.0","2018-07-24 14:00:00","ARSENIC","7440-38-2","t",1.7,"ug/l",0.39,"ug/l",1,"","a","",2018-07-24,25,"special_study","event",NA,NA
"2894","wallkill special study 2018","13-dwar-2.0-04242018-ws","13-dwar-2.0","2018-07-24 14:00:00","CADMIUM","7440-43-9","t",NA,"ug/l",0.064,"ug/l",1,"u","u","analyte was analyzed for but not detected",2018-07-24,25,"special_study","event",NA,NA
"2895","wallkill special study 2018","13-dwar-2.0-04242018-ws","13-dwar-2.0","2018-07-24 14:00:00","CALCIUM","7440-70-2","t",31700,"ug/l",110,"ug/l",1000,"e","j","estimated value due to lab error",2018-07-24,25,"special_study","event",NA,NA
"2896","wallkill special study 2018","13-dwar-2.0-04242018-ws","13-dwar-2.0","2018-07-24 14:00:00","CHLORIDE (AS CL)","16887-00-6","t",39.3,"mg/l",0.2,"mg/l",2,"","a","",2018-07-24,25,"special_study","event",NA,NA
"2897","wallkill special study 2018","13-dwar-2.0-04242018-ws","13-dwar-2.0","2018-07-24 14:00:00","CHLOROPHYLL A","479-61-8","t",13.9,"ug/l",NA,"ug/l",0.32,"","a","",2018-07-24,25,"special_study","event",NA,NA
"2898","wallkill special study 2018","13-dwar-2.0-04242018-ws","13-dwar-2.0","2018-07-24 14:00:00","COPPER","7440-50-8","t",5.1,"ug/l",0.66,"ug/l",1,"","a","",2018-07-24,25,"special_study","event",NA,NA
"2899","wallkill special study 2018","13-dwar-2.0-04242018-ws","13-dwar-2.0","2018-07-24 14:00:00","HARDNESS (AS CACO3)","hard","t",104,"mg/l",NA,"mg/l",6.62,"","a","",2018-07-24,25,"special_study","event",NA,NA
"2900","wallkill special study 2018","13-dwar-2.0-04242018-ws","13-dwar-2.0","2018-07-24 14:00:00","IRON","7439-89-6","t",2040,"ug/l",13,"ug/l",100,"","a","",2018-07-24,25,"special_study","event",NA,NA
"2901","wallkill special study 2018","13-dwar-2.0-04242018-ws","13-dwar-2.0","2018-07-24 14:00:00","LEAD","7439-92-1","t",1.9,"ug/l",0.067,"ug/l",1,"","a","",2018-07-24,25,"special_study","event",NA,NA
"2902","wallkill special study 2018","13-dwar-2.0-04242018-ws","13-dwar-2.0","2018-07-24 14:00:00","MAGNESIUM","7439-95-4","t",6100,"ug/l",29,"ug/l",1000,"e","j","estimated value due to lab error",2018-07-24,25,"special_study","event",NA,NA
"2903","wallkill special study 2018","13-dwar-2.0-04242018-ws","13-dwar-2.0","2018-07-24 14:00:00","NICKEL","7440-02-0","t",3,"ug/l",0.26,"ug/l",1,"","a","",2018-07-24,25,"special_study","event",NA,NA
"2904","wallkill special study 2018","13-dwar-2.0-04242018-ws","13-dwar-2.0","2018-07-24 14:00:00","NITROGEN","kn","t",1.21,"mg/l",NA,"mg/l",0.2,"","a","",2018-07-24,25,"special_study","event",NA,NA
"2905","wallkill special study 2018","13-dwar-2.0-04242018-ws","13-dwar-2.0","2018-07-24 14:00:00","NITROGEN, KJELDAHL, TOTAL","kn","t",0.91,"mg/l",0.08,"mg/l",0.2,"","a","",2018-07-24,25,"special_study","event",NA,NA
"2906","wallkill special study 2018","13-dwar-2.0-04242018-ws","13-dwar-2.0","2018-07-24 14:00:00","NITROGEN, NITRATE (AS N)","14797-55-8","t",0.298,"mg/l",NA,"mg/l",0.01,"","a","",2018-07-24,25,"special_study","event",NA,NA
"2907","wallkill special study 2018","13-dwar-2.0-04242018-ws","13-dwar-2.0","2018-07-24 14:00:00","NITROGEN, NITRITE","14797-65-0","t",NA,"mg/l",0.007,"mg/l",0.01,"u","u","analyte was analyzed for but not detected",2018-07-24,25,"special_study","event",NA,NA
"2908","wallkill special study 2018","13-dwar-2.0-04242018-ws","13-dwar-2.0","2018-07-24 14:00:00","PHOSPHORUS, TOTAL (AS P)","7723-14-0","t",0.123,"mg/l",0.01,"mg/l",0.025,"","a","",2018-07-24,25,"special_study","event",NA,NA
