"Project_name","SiteID","sys_sample_code","chemical_name","sample_date","cas_rn","fraction","result_value","result_unit","method_detection_limit","detection_limit_unit","quantitation_limit","lab_qualifiers","validator_qualifiers","interpreted_qualifiers"
"Wallkill RAS 2018","13-QKER-0.9","13-QKER-0.9-10032018-W","Lead",2018-10-03 14:45:00,"7439-92-1","T",0.89,"ug/l",0.067,"ug/l",1,"J","J","estimated value due to lab error"
"Wallkill RAS 2018","13-QKER-0.9","13-QKER-0.9-10032018-W","Magnesium",2018-10-03 14:45:00,"7439-95-4","T",9270,"ug/l",29,"ug/l",1000,"","A",""
"Wallkill RAS 2018","13-QKER-0.9","13-QKER-0.9-10032018-W","Nickel",2018-10-03 14:45:00,"7440-02-0","T",1.9,"ug/l",0.26,"ug/l",1,"","A",""
"Wallkill RAS 2018","13-QKER-0.9","13-QKER-0.9-10032018-W","Nitrate+Nitrite as Nitrogen",2018-10-03 14:45:00,"NO3NO2N","T",2.25,"mg/l",0.004,"mg/l",0.01,"","A",""
"Wallkill RAS 2018","13-QKER-0.9","13-QKER-0.9-10032018-W","Nitrogen",2018-10-03 14:45:00,"KN","T",3.59,"mg/l",NA,"mg/l",0.1,"","A",""
"Wallkill RAS 2018","13-QKER-0.9","13-QKER-0.9-10032018-W","Nitrogen, ammonia (As N)",2018-10-03 14:45:00,"7664-41-7","T",0.0518,"mg/l",8e-04,"mg/l",0.005,"","A",""
"Wallkill RAS 2018","13-QKER-0.9","13-QKER-0.9-10032018-W","NITROGEN, KJELDAHL, TOTAL",2018-10-03 14:45:00,"KN","T",1.35,"mg/l",0.08,"mg/l",0.1,"","A",""
"Wallkill RAS 2018","13-QKER-0.9","13-QKER-0.9-10032018-W","NITROGEN, NITRATE (AS N)",2018-10-03 14:45:00,"14797-55-8","T",2.23,"mg/l",NA,"mg/l",0.01,"","A",""
"Wallkill RAS 2018","13-QKER-0.9","13-QKER-0.9-10032018-W","NITROGEN, NITRITE",2018-10-03 14:45:00,"14797-65-0","T",0.018,"mg/l",0.007,"mg/l",0.01,"","A",""
"Wallkill RAS 2018","13-QKER-0.9","13-QKER-0.9-10032018-W","PHOSPHORUS, TOTAL (AS P)",2018-10-03 14:45:00,"7723-14-0","T",0.361,"mg/l",0.02,"mg/l",0.05,"","A",""
"Wallkill RAS 2018","13-QKER-0.9","13-QKER-0.9-10032018-W","Silver",2018-10-03 14:45:00,"7440-22-4","T",NA,"ug/l",0.039,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"Wallkill RAS 2018","13-QKER-0.9","13-QKER-0.9-10032018-W","TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",2018-10-03 14:45:00,"TDS","T",232,"mg/l",4,"mg/l",10,"","A",""
"Wallkill RAS 2018","13-QKER-0.9","13-QKER-0.9-10032018-W","TURBIDITY",2018-10-03 14:45:00,"TURB","T",7.54,"ntu",0.06,"ntu",0.1,"","A",""
"Wallkill RAS 2018","13-QKER-0.9","13-QKER-0.9-10032018-W","Zinc",2018-10-03 14:45:00,"7440-66-6","T",7,"ug/l",2.5,"ug/l",5,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-07112018-W","ALKALINITY, TOTAL (AS CaCO3)",2018-07-11 13:00:00,"ALK","T",44,"mg/l",1,"mg/l",2,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-07112018-W","Aluminum",2018-07-11 13:00:00,"7429-90-5","T",216,"ug/l",11.5,"ug/l",50,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-07112018-W","Arsenic",2018-07-11 13:00:00,"7440-38-2","T",1.9,"ug/l",0.39,"ug/l",1,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-07112018-W","Cadmium",2018-07-11 13:00:00,"7440-43-9","T",NA,"ug/l",0.064,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-07112018-W","Calcium",2018-07-11 13:00:00,"7440-70-2","T",71700,"ug/l",110,"ug/l",1000,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-07112018-W","CHLORIDE (AS CL)",2018-07-11 13:00:00,"16887-00-6","T",270,"mg/l",0.6,"mg/l",10,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-07112018-W","Chlorophyll A",2018-07-11 13:00:00,"479-61-8","T",1.1,"ug/l",NA,"ug/l",0.066,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-07112018-W","Copper",2018-07-11 13:00:00,"7440-50-8","T",16.8,"ug/l",0.66,"ug/l",1,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-07112018-W","HARDNESS (AS CACO3)",2018-07-11 13:00:00,"HARD","T",238,"mg/l",NA,"mg/l",6.62,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-07112018-W","Iron",2018-07-11 13:00:00,"7439-89-6","T",418,"ug/l",13,"ug/l",100,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-07112018-W","Lead",2018-07-11 13:00:00,"7439-92-1","T",2.7,"ug/l",0.067,"ug/l",1,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-07112018-W","Magnesium",2018-07-11 13:00:00,"7439-95-4","T",14300,"ug/l",29,"ug/l",1000,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-07112018-W","Nickel",2018-07-11 13:00:00,"7440-02-0","T",3.3,"ug/l",0.26,"ug/l",1,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-07112018-W","Nitrate+Nitrite as Nitrogen",2018-07-11 13:00:00,"NO3NO2N","T",23.4,"mg/l",0.02,"mg/l",0.06,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-07112018-W","Nitrogen",2018-07-11 13:00:00,"KN","T",24.2,"mg/l",NA,"mg/l",0.2,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-07112018-W","Nitrogen, ammonia (As N)",2018-07-11 13:00:00,"7664-41-7","T",0.034,"mg/l",8e-04,"mg/l",0.005,"","J","estimated value due to Equipment Blank error"
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-07112018-W","NITROGEN, KJELDAHL, TOTAL",2018-07-11 13:00:00,"KN","T",0.84,"mg/l",0.08,"mg/l",0.2,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-07112018-W","NITROGEN, NITRATE (AS N)",2018-07-11 13:00:00,"14797-55-8","T",23.3,"mg/l",NA,"mg/l",0.01,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-07112018-W","NITROGEN, NITRITE",2018-07-11 13:00:00,"14797-65-0","T",0.045,"mg/l",0.007,"mg/l",0.01,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-07112018-W","PHOSPHORUS, TOTAL (AS P)",2018-07-11 13:00:00,"7723-14-0","T",2.67,"mg/l",0.2,"mg/l",0.5,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-07112018-W","Silver",2018-07-11 13:00:00,"7440-22-4","T",NA,"ug/l",0.039,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-07112018-W","TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",2018-07-11 13:00:00,"TDS","T",767,"mg/l",4,"mg/l",10,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-07112018-W","TURBIDITY",2018-07-11 13:00:00,"TURB","T",10.6,"ntu",0.06,"ntu",0.1,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-07112018-W","Zinc",2018-07-11 13:00:00,"7440-66-6","T",36,"ug/l",2.5,"ug/l",5,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-07252018-WS","ALKALINITY, TOTAL (AS CaCO3)",2018-07-25 11:45:00,"ALK","T",76,"mg/l",1,"mg/l",2,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-07252018-WS","Aluminum",2018-07-25 11:45:00,"7429-90-5","T",3400,"ug/l",115,"ug/l",500,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-07252018-WS","Arsenic",2018-07-25 11:45:00,"7440-38-2","T",2.4,"ug/l",0.39,"ug/l",1,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-07252018-WS","Cadmium",2018-07-25 11:45:00,"7440-43-9","T",0.2,"ug/l",0.064,"ug/l",1,"J","J","estimated value due to lab error"
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-07252018-WS","Calcium",2018-07-25 11:45:00,"7440-70-2","T",35800,"ug/l",110,"ug/l",1000,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-07252018-WS","CHLORIDE (AS CL)",2018-07-25 11:45:00,"16887-00-6","T",132,"mg/l",2,"mg/l",20,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-07252018-WS","Chlorophyll A",2018-07-25 11:45:00,"479-61-8","T",11,"ug/l",NA,"ug/l",0.95,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-07252018-WS","Copper",2018-07-25 11:45:00,"7440-50-8","T",24.2,"ug/l",0.66,"ug/l",1,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-07252018-WS","HARDNESS (AS CACO3)",2018-07-25 11:45:00,"HARD","T",122,"mg/l",NA,"mg/l",6.62,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-07252018-WS","Iron",2018-07-25 11:45:00,"7439-89-6","T",6410,"ug/l",13,"ug/l",100,"N","R","lab error"
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-07252018-WS","Lead",2018-07-25 11:45:00,"7439-92-1","T",40,"ug/l",0.067,"ug/l",1,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-07252018-WS","Magnesium",2018-07-25 11:45:00,"7439-95-4","T",7850,"ug/l",29,"ug/l",1000,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-07252018-WS","Nickel",2018-07-25 11:45:00,"7440-02-0","T",6.6,"ug/l",0.26,"ug/l",1,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-07252018-WS","Nitrate+Nitrite as Nitrogen",2018-07-25 11:45:00,"NO3NO2N","T",3.32,"mg/l",0.0013,"mg/l",0.004,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-07252018-WS","Nitrogen",2018-07-25 11:45:00,"KN","T",5.98,"mg/l",NA,"mg/l",0.2,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-07252018-WS","Nitrogen, ammonia (As N)",2018-07-25 11:45:00,"7664-41-7","T",0.0829,"mg/l",8e-04,"mg/l",0.005,"","R","Equipment Blank error ; Precision error"
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-07252018-WS","NITROGEN, KJELDAHL, TOTAL",2018-07-25 11:45:00,"KN","T",2.66,"mg/l",0.08,"mg/l",0.2,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-07252018-WS","NITROGEN, NITRATE (AS N)",2018-07-25 11:45:00,"14797-55-8","T",3.3,"mg/l",NA,"mg/l",0.01,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-07252018-WS","NITROGEN, NITRITE",2018-07-25 11:45:00,"14797-65-0","T",0.015,"mg/l",0.007,"mg/l",0.01,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-07252018-WS","PHOSPHORUS, TOTAL (AS P)",2018-07-25 11:45:00,"7723-14-0","T",1,"mg/l",0.2,"mg/l",0.5,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-07252018-WS","Silver",2018-07-25 11:45:00,"7440-22-4","T",0.29,"ug/l",0.039,"ug/l",1,"J","J","estimated value due to lab error"
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-07252018-WS","TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",2018-07-25 11:45:00,"TDS","T",380,"mg/l",4,"mg/l",10,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-07252018-WS","TURBIDITY",2018-07-25 11:45:00,"TURB","T",101,"ntu",0.06,"ntu",0.1,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-07252018-WS","Zinc",2018-07-25 11:45:00,"7440-66-6","T",112,"ug/l",2.5,"ug/l",5,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-08142018-WS","ALKALINITY, TOTAL (AS CaCO3)",2018-08-14 14:45:00,"ALK","T",120,"mg/l",1,"mg/l",2,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-08142018-WS","Aluminum",2018-08-14 14:45:00,"7429-90-5","T",657,"ug/l",23,"ug/l",100,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-08142018-WS","Arsenic",2018-08-14 14:45:00,"7440-38-2","T",1.4,"ug/l",0.39,"ug/l",1,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-08142018-WS","Cadmium",2018-08-14 14:45:00,"7440-43-9","T",0.14,"ug/l",0.064,"ug/l",1,"J","J","estimated value due to lab error"
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-08142018-WS","Calcium",2018-08-14 14:45:00,"7440-70-2","T",44800,"ug/l",110,"ug/l",1000,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-08142018-WS","CHLORIDE (AS CL)",2018-08-14 14:45:00,"16887-00-6","T",136,"mg/l",0.6,"mg/l",10,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-08142018-WS","Chlorophyll A",2018-08-14 14:45:00,"479-61-8","T",6.66,"ug/l",NA,"ug/l",0.32,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-08142018-WS","Copper",2018-08-14 14:45:00,"7440-50-8","T",8.5,"ug/l",0.66,"ug/l",1,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-08142018-WS","HARDNESS (AS CACO3)",2018-08-14 14:45:00,"HARD","T",148,"mg/l",NA,"mg/l",6.62,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-08142018-WS","Iron",2018-08-14 14:45:00,"7439-89-6","T",2220,"ug/l",13,"ug/l",100,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-08142018-WS","Lead",2018-08-14 14:45:00,"7439-92-1","T",9.3,"ug/l",0.067,"ug/l",1,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-08142018-WS","Magnesium",2018-08-14 14:45:00,"7439-95-4","T",8710,"ug/l",29,"ug/l",1000,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-08142018-WS","Nickel",2018-08-14 14:45:00,"7440-02-0","T",2.6,"ug/l",0.26,"ug/l",1,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-08142018-WS","Nitrate+Nitrite as Nitrogen",2018-08-14 14:45:00,"NO3NO2N","T",1.41,"mg/l",7e-04,"mg/l",0.002,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-08142018-WS","Nitrogen",2018-08-14 14:45:00,"KN","T",2.49,"mg/l",NA,"mg/l",0.2,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-08142018-WS","Nitrogen, ammonia (As N)",2018-08-14 14:45:00,"7664-41-7","T",0.0676,"mg/l",8e-04,"mg/l",0.005,"","R","Precision error"
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-08142018-WS","NITROGEN, KJELDAHL, TOTAL",2018-08-14 14:45:00,"KN","T",1.08,"mg/l",0.08,"mg/l",0.2,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-08142018-WS","NITROGEN, NITRATE (AS N)",2018-08-14 14:45:00,"14797-55-8","T",1.39,"mg/l",NA,"mg/l",0.01,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-08142018-WS","NITROGEN, NITRITE",2018-08-14 14:45:00,"14797-65-0","T",0.02,"mg/l",0.007,"mg/l",0.01,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-08142018-WS","PHOSPHORUS, TOTAL (AS P)",2018-08-14 14:45:00,"7723-14-0","T",0.49,"mg/l",0.04,"mg/l",0.1,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-08142018-WS","Silver",2018-08-14 14:45:00,"7440-22-4","T",0.055,"ug/l",0.039,"ug/l",1,"J","J","estimated value due to lab error"
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-08142018-WS","TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",2018-08-14 14:45:00,"TDS","T",401,"mg/l",4,"mg/l",10,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-08142018-WS","TURBIDITY",2018-08-14 14:45:00,"TURB","T",9.43,"ntu",0.06,"ntu",0.1,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-08142018-WS","Zinc",2018-08-14 14:45:00,"7440-66-6","T",33.1,"ug/l",2.5,"ug/l",5,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-09062018-W","ALKALINITY, TOTAL (AS CaCO3)",2018-09-06 11:15:00,"ALK","T",112,"mg/l",1,"mg/l",2,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-09062018-W","Aluminum",2018-09-06 11:15:00,"7429-90-5","T",55.9,"ug/l",2.3,"ug/l",10,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-09062018-W","Arsenic",2018-09-06 11:15:00,"7440-38-2","T",1.7,"ug/l",0.39,"ug/l",1,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-09062018-W","Cadmium",2018-09-06 11:15:00,"7440-43-9","T",NA,"ug/l",0.064,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-09062018-W","Calcium",2018-09-06 11:15:00,"7440-70-2","T",66800,"ug/l",110,"ug/l",1000,"E","J","estimated value due to lab error"
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-09062018-W","CHLORIDE (AS CL)",2018-09-06 11:15:00,"16887-00-6","T",224,"mg/l",0.5,"mg/l",8,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-09062018-W","Chlorophyll A",2018-09-06 11:15:00,"479-61-8","T",0.715,"ug/l",NA,"ug/l",0.053,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-09062018-W","Copper",2018-09-06 11:15:00,"7440-50-8","T",9.4,"ug/l",0.66,"ug/l",1,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-09062018-W","HARDNESS (AS CACO3)",2018-09-06 11:15:00,"HARD","T",218,"mg/l",NA,"mg/l",6.62,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-09062018-W","Iron",2018-09-06 11:15:00,"7439-89-6","T",392,"ug/l",13,"ug/l",100,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-09062018-W","Lead",2018-09-06 11:15:00,"7439-92-1","T",0.82,"ug/l",0.067,"ug/l",1,"J","J","estimated value due to lab error"
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-09062018-W","Magnesium",2018-09-06 11:15:00,"7439-95-4","T",12300,"ug/l",29,"ug/l",1000,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-09062018-W","Nickel",2018-09-06 11:15:00,"7440-02-0","T",2.2,"ug/l",0.26,"ug/l",1,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-09062018-W","Nitrate+Nitrite as Nitrogen",2018-09-06 11:15:00,"NO3NO2N","T",14,"mg/l",0.007,"mg/l",0.02,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-09062018-W","Nitrogen",2018-09-06 11:15:00,"KN","T",14.8,"mg/l",NA,"mg/l",0.1,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-09062018-W","Nitrogen, ammonia (As N)",2018-09-06 11:15:00,"7664-41-7","T",0.0414,"mg/l",8e-04,"mg/l",0.005,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-09062018-W","NITROGEN, KJELDAHL, TOTAL",2018-09-06 11:15:00,"KN","T",0.78,"mg/l",0.08,"mg/l",0.1,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-09062018-W","NITROGEN, NITRATE (AS N)",2018-09-06 11:15:00,"14797-55-8","T",14,"mg/l",NA,"mg/l",0.01,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-09062018-W","NITROGEN, NITRITE",2018-09-06 11:15:00,"14797-65-0","T",0.031,"mg/l",0.007,"mg/l",0.01,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-09062018-W","PHOSPHORUS, TOTAL (AS P)",2018-09-06 11:15:00,"7723-14-0","T",1.64,"mg/l",0.2,"mg/l",0.5,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-09062018-W","Silver",2018-09-06 11:15:00,"7440-22-4","T",NA,"ug/l",0.039,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-09062018-W","TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",2018-09-06 11:15:00,"TDS","T",624,"mg/l",4,"mg/l",10,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-09062018-W","TURBIDITY",2018-09-06 11:15:00,"TURB","T",2.3,"ntu",0.06,"ntu",0.1,"","J","estimated value due to Equipment Blank error"
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-09062018-W","Zinc",2018-09-06 11:15:00,"7440-66-6","T",14.9,"ug/l",2.5,"ug/l",5,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-10042018-W","ALKALINITY, TOTAL (AS CaCO3)",2018-10-04 11:15:00,"ALK","T",99.2,"mg/l",1,"mg/l",2,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-10042018-W","Aluminum",2018-10-04 11:15:00,"7429-90-5","T",167,"ug/l",11.5,"ug/l",50,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-10042018-W","Arsenic",2018-10-04 11:15:00,"7440-38-2","T",0.89,"ug/l",0.39,"ug/l",1,"J","J","estimated value due to lab error"
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-10042018-W","Cadmium",2018-10-04 11:15:00,"7440-43-9","T",NA,"ug/l",0.064,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-10042018-W","Calcium",2018-10-04 11:15:00,"7440-70-2","T",34500,"ug/l",110,"ug/l",1000,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-10042018-W","CHLORIDE (AS CL)",2018-10-04 11:15:00,"16887-00-6","T",86,"mg/l",0.2,"mg/l",2,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-10042018-W","Chlorophyll A",2018-10-04 11:15:00,"479-61-8","T",3.33,"ug/l",NA,"ug/l",0.17,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-10042018-W","Copper",2018-10-04 11:15:00,"7440-50-8","T",4.6,"ug/l",0.66,"ug/l",1,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-10042018-W","HARDNESS (AS CACO3)",2018-10-04 11:15:00,"HARD","T",113,"mg/l",NA,"mg/l",6.62,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-10042018-W","Iron",2018-10-04 11:15:00,"7439-89-6","T",498,"ug/l",13,"ug/l",100,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-10042018-W","Lead",2018-10-04 11:15:00,"7439-92-1","T",1.4,"ug/l",0.067,"ug/l",1,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-10042018-W","Magnesium",2018-10-04 11:15:00,"7439-95-4","T",6590,"ug/l",29,"ug/l",1000,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-10042018-W","Nickel",2018-10-04 11:15:00,"7440-02-0","T",1.4,"ug/l",0.26,"ug/l",1,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-10042018-W","Nitrate+Nitrite as Nitrogen",2018-10-04 11:15:00,"NO3NO2N","T",0.931,"mg/l",7e-04,"mg/l",0.002,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-10042018-W","Nitrogen",2018-10-04 11:15:00,"KN","T",1.69,"mg/l",NA,"mg/l",0.1,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-10042018-W","Nitrogen, ammonia (As N)",2018-10-04 11:15:00,"7664-41-7","T",0.0317,"mg/l",8e-04,"mg/l",0.005,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-10042018-W","NITROGEN, KJELDAHL, TOTAL",2018-10-04 11:15:00,"KN","T",0.76,"mg/l",0.08,"mg/l",0.1,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-10042018-W","NITROGEN, NITRATE (AS N)",2018-10-04 11:15:00,"14797-55-8","T",0.908,"mg/l",NA,"mg/l",0.01,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-10042018-W","NITROGEN, NITRITE",2018-10-04 11:15:00,"14797-65-0","T",0.024,"mg/l",0.007,"mg/l",0.01,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-10042018-W","PHOSPHORUS, TOTAL (AS P)",2018-10-04 11:15:00,"7723-14-0","T",0.247,"mg/l",0.01,"mg/l",0.025,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-10042018-W","Silver",2018-10-04 11:15:00,"7440-22-4","T",0.05,"ug/l",0.039,"ug/l",1,"J","J","estimated value due to lab error"
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-10042018-W","TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",2018-10-04 11:15:00,"TDS","T",287,"mg/l",4,"mg/l",10,"","A",""
"Wallkill RAS 2018","13-RIOG-0.7","13-RIOG-0.7-10042018-W","TURBIDITY",2018-10-04 11:15:00,"TURB","T",3.02,"ntu",0.06,"ntu",0.1,"","A",""
